node_id,key,val
4758,price,12
4759,price,12
4760,price,12
4761,price,12
4762,price,12
4763,price,12
4764,price,12
4765,price,12
4766,price,12
4767,price,12
4768,price,12
4769,price,12
4770,price,12
4771,price,12
4772,price,12
4773,price,12
4774,price,12
4775,price,12
4776,price,12
4777,price,12
4778,price,12
4779,price,12
4780,price,12
4781,price,12
4782,price,12
4783,price,12
4784,price,12
4785,price,12
4786,price,12
4787,price,12
4788,price,12
4789,price,12
4790,price,12
4791,price,12
4792,price,12
4793,price,12
4794,price,12
4795,price,12
4796,price,12
4797,price,12
4798,price,12
4799,price,12
4800,price,12
4801,price,12
4802,price,12
4803,price,12
4804,price,12
4805,price,12
4806,price,12
4807,price,12
4808,price,12
4809,price,12
4810,price,12
4811,price,12
4812,price,12
4813,price,12
4814,price,12
4815,price,12
4816,price,12
4817,price,12
4818,price,12
4819,price,12
4820,price,12
4821,price,12
4822,price,12
4823,price,12
4824,price,12
4825,price,12
4826,price,12
4827,price,12
4828,price,12
4829,price,12
4830,price,12
4831,price,12
4832,price,12
4833,price,12
4834,price,12
4835,price,12
4836,price,12
4837,price,12
4838,price,12
4839,price,12
4840,price,12
4841,price,12
4842,price,12
4843,price,12
4844,price,12
4845,price,12
4846,price,12
4847,price,12
4848,price,12
4849,price,12
4850,price,12
4851,price,12
4852,price,12
4853,price,12
4854,price,12
4855,price,12
4856,price,12
4857,price,12
4858,price,12
4859,price,12
4860,price,12
4861,price,12
4862,price,12
4863,price,12
4864,price,12
4865,price,12
4866,price,12
4867,price,12
4868,price,12
4869,price,12
4870,price,12
4871,price,12
4872,price,12
4873,price,12
4874,price,12
4875,price,12
4876,price,12
4877,price,12
4878,price,12
4879,price,12
4880,price,12
4881,price,12
4882,price,12
4883,price,12
4884,price,12
4885,price,12
4886,price,12
4887,price,12
4888,price,12
4889,price,12
4890,price,12
4891,price,12
4892,price,12
4893,price,12
4894,price,12
4895,price,12
4896,price,12
4897,price,12
4898,price,12
4899,price,12
4900,price,12
4901,price,12
4902,price,12
4903,price,12
4904,price,12
4905,price,12
4906,price,12
4907,price,12
4908,price,12
4909,price,12
4910,price,12
4911,price,12
4912,price,12
4913,price,12
4915,price,12
4916,price,12
4917,price,12
4918,price,12
4919,price,12
4920,price,12
4921,price,12
4922,price,12
4923,price,12
4924,price,12
4925,price,12
4926,price,12
4927,price,12
4928,price,12
4929,price,12
4930,price,12
4931,price,12
4932,price,12
4933,price,12
4934,price,12
4935,price,12
4936,price,12
4937,price,12
4938,price,12
4939,price,12
4940,price,12
4941,price,12
4942,price,12
4943,price,12
4944,price,12
4945,price,12
4946,price,12
4947,price,12
4948,price,12
4949,price,12
4950,price,12
4951,price,12
4952,price,12
4953,price,12
4954,price,12
4955,price,12
4956,price,12
4957,price,12
4958,price,12
4959,price,12
4960,price,12
4961,price,12
4962,price,12
4963,price,12
4964,price,12
4965,price,12
4966,price,12
4967,price,12
4968,price,12
4969,price,12
4970,price,12
4971,price,12
4972,price,12
4973,price,12
4974,price,12
4975,price,12
4976,price,12
4977,price,12
4978,price,12
4979,price,12
4980,price,12
4981,price,12
4982,price,12
4983,price,12
4984,price,12
4985,price,12
4986,price,12
4987,price,12
4988,price,12
4989,price,12
4990,price,12
4991,price,12
4992,price,12
4993,price,12
4994,price,12
4995,price,12
4996,price,12
4997,price,12
4998,price,12
4999,price,12
5000,price,12
5001,price,12
5002,price,12
5003,price,12
5004,price,12
5005,price,12
5006,price,12
5007,price,12
5008,price,12
5009,price,12
5010,price,12
5011,price,12
5012,price,12
5013,price,12
5014,price,12
5015,price,12
5016,price,12
5017,price,12
5018,price,12
5019,price,12
5020,price,12
5021,price,12
5022,price,12
5023,price,12
5024,price,12
5025,price,12
5026,price,12
5027,price,12
5028,price,12
5029,price,12
5030,price,12
5031,price,12
5032,price,12
5033,price,12
5034,price,12
5035,price,12
5036,price,12
5037,price,12
5038,price,12
5039,price,12
5040,price,12
5041,price,12
5042,price,12
5043,price,12
5044,price,12
5045,price,12
5046,price,12
5047,price,12
5048,price,12
5049,price,12
5050,price,12
5051,price,12
5052,price,12
5053,price,12
5054,price,12
5055,price,12
5056,price,12
5057,price,12
5058,price,12
5059,price,12
5060,price,12
5061,price,12
5062,price,12
5063,price,12
5064,price,12
5065,price,12
5066,price,12
5067,price,12
5068,price,12
5069,price,12
5070,price,12
5071,price,12
5072,price,12
5073,price,12
5074,price,12
5075,price,12
5076,price,12
5077,price,12
5078,price,12
5079,price,12
5080,price,12
5081,price,12
5082,price,12
5083,price,12
5084,price,12
5085,price,12
5086,price,12
5087,price,12
5088,price,12
5089,price,12
5090,price,12
5091,price,12
5092,price,12
5093,price,12
5094,price,12
5095,price,12
5096,price,12
5097,price,12
5098,price,12
5099,price,12
5100,price,12
5101,price,12
5102,price,12
5103,price,12
5104,price,12
5105,price,12
5106,price,12
5107,price,12
5108,price,12
5109,price,12
5110,price,12
5111,price,12
5112,price,12
5113,price,12
5114,price,12
5115,price,12
5116,price,12
5117,price,12
5118,price,12
5119,price,12
5120,price,12
5121,price,12
5122,price,12
5123,price,12
5124,price,12
5125,price,12
5126,price,12
5127,price,12
5128,price,12
5129,price,12
5130,price,12
5131,price,12
5132,price,12
5133,price,12
5134,price,12
5135,price,12
5136,price,12
5137,price,12
5138,price,12
5139,price,12
5140,price,12
5141,price,12
5142,price,12
5143,price,12
5144,price,12
5145,price,12
5146,price,12
5147,price,12
5148,price,12
5149,price,12
5150,price,12
5151,price,12
5152,price,12
5153,price,12
5154,price,12
5155,price,12
5156,price,12
5157,price,12
5158,price,12
5159,price,12
5160,price,12
5161,price,12
5162,price,12
5163,price,12
5164,price,12
5165,price,12
5166,price,12
5167,price,12
5168,price,12
5169,price,12
5170,price,12
5171,price,12
5172,price,12
5173,price,12
5174,price,12
5175,price,12
5176,price,12
5177,price,12
5178,price,12
5179,price,12
5180,price,12
5181,price,12
5182,price,12
5183,price,12
5184,price,12
5185,price,12
5186,price,12
5187,price,12
5188,price,12
5189,price,12
5190,price,12
5191,price,12
5192,price,12
5193,price,12
5194,price,12
5195,price,12
5196,price,12
5197,price,12
5198,price,12
5199,price,12
5200,price,12
5201,price,12
5202,price,12
5203,price,12
5204,price,12
5205,price,12
5206,price,12
5207,price,12
5208,price,12
5209,price,12
5210,price,12
5211,price,12
5212,price,12
5213,price,12
5214,price,12
5215,price,12
5216,price,12
5217,price,12
5218,price,12
5219,price,12
5220,price,12
5221,price,12
5222,price,12
5223,price,12
5224,price,12
5225,price,12
5226,price,12
5227,price,12
5228,price,12
5229,price,12
5230,price,12
5231,price,12
5232,price,12
5233,price,12
5234,price,12
5235,price,12
5236,price,12
5237,price,12
5238,price,12
5239,price,12
5240,price,12
5241,price,12
5242,price,12
5243,price,12
5244,price,12
5245,price,12
5246,price,12
5247,price,12
5248,price,12
5249,price,12
5250,price,12
5251,price,12
5252,price,12
5253,price,12
5254,price,12
5255,price,12
5256,price,12
5257,price,12
5258,price,12
5259,price,12
5260,price,12
5261,price,12
5262,price,12
5263,price,12
5264,price,12
5265,price,12
5266,price,12
5267,price,12
5268,price,12
5269,price,12
5270,price,12
5271,price,12
5272,price,12
5273,price,12
5274,price,12
5275,price,12
5276,price,12
5277,price,12
5278,price,12
5279,price,12
5280,price,12
5281,price,12
5282,price,12
5283,price,12
5284,price,12
5285,price,12
5286,price,12
5287,price,12
5288,price,12
5289,price,12
5290,price,12
5291,price,12
5292,price,12
5293,price,12
5294,price,12
5295,price,12
5296,price,12
5297,price,12
5298,price,12
5299,price,12
5300,price,12
5301,price,12
5302,price,12
5303,price,12
5304,price,12
5305,price,12
5306,price,12
5307,price,12
5308,price,12
5309,price,12
5310,price,12
5311,price,12
5312,price,12
5313,price,12
5314,price,12
5315,price,12
5316,price,12
5317,price,12
5318,price,12
5319,price,12
5320,price,12
5321,price,12
5322,price,12
5323,price,12
5324,price,12
5325,price,12
5326,price,12
5327,price,12
5328,price,12
5329,price,12
5330,price,12
5331,price,12
5332,price,12
5333,price,12
5334,price,12
5335,price,12
5336,price,12
5337,price,12
5338,price,12
5339,price,12
5340,price,12
5341,price,12
5342,price,12
5343,price,12
5344,price,12
5345,price,12
5346,price,12
5347,price,12
5348,price,12
5349,price,12
5350,price,12
5351,price,12
5352,price,12
5354,price,12
5355,price,12
5356,price,12
5357,price,12
5358,price,12
5359,price,12
5360,price,12
5361,price,12
5362,price,12
5363,price,12
5364,price,12
5365,price,12
5366,price,12
5367,price,12
5368,price,12
5369,price,12
5370,price,12
5371,price,12
5372,price,12
5373,price,12
5374,price,12
5375,price,12
5376,price,12
5377,price,12
5378,price,12
5379,price,12
5380,price,12
5381,price,12
5382,price,12
5383,price,12
5384,price,12
5385,price,12
5386,price,12
5387,price,12
5388,price,12
5389,price,12
5390,price,12
5391,price,12
5392,price,12
5393,price,12
5394,price,12
5395,price,12
5396,price,12
5397,price,12
5398,price,12
5399,price,12
5400,price,12
5401,price,12
5402,price,12
5403,price,12
5404,price,12
5405,price,12
5406,price,12
5407,price,12
5408,price,12
5409,price,12
5410,price,12
5411,price,12
5412,price,12
5413,price,12
5414,price,12
5415,price,12
5416,price,12
5417,price,12
5418,price,12
5419,price,12
5420,price,12
5421,price,12
5422,price,12
5423,price,12
5424,price,12
5425,price,12
5426,price,12
5427,price,12
5428,price,12
5429,price,12
5430,price,12
5431,price,12
5432,price,12
5433,price,12
5434,price,12
5435,price,12
5436,price,12
5437,price,12
5438,price,12
5439,price,12
5440,price,12
5441,price,12
5442,price,12
5443,price,12
5444,price,12
5445,price,12
5446,price,12
5447,price,12
5448,price,12
5449,price,12
5450,price,12
5451,price,12
5452,price,12
5453,price,12
5454,price,12
5455,price,12
5456,price,12
5457,price,12
5458,price,12
5459,price,12
5460,price,12
5461,price,12
5462,price,12
5463,price,12
5464,price,12
5465,price,12
5466,price,12
5467,price,12
5468,price,12
5469,price,12
5470,price,12
5471,price,12
5472,price,12
5473,price,12
5474,price,12
5475,price,12
5476,price,12
5477,price,12
5478,price,12
5479,price,12
5480,price,12
5481,price,12
5482,price,12
5483,price,12
5484,price,12
5485,price,12
5486,price,12
5487,price,12
5488,price,12
5489,price,12
5490,price,12
5491,price,12
5492,price,12
5493,price,12
5494,price,12
5495,price,12
5496,price,12
5497,price,12
5498,price,12
5499,price,12
5500,price,12
5501,price,12
5502,price,12
5503,price,12
5504,price,12
5505,price,12
5506,price,12
5507,price,12
5508,price,12
5509,price,12
5510,price,12
5511,price,12
5512,price,12
5513,price,12
5514,price,12
5515,price,12
5516,price,12
5517,price,12
5518,price,12
5519,price,12
5520,price,12
5521,price,12
5522,price,12
5523,price,12
5524,price,12
5525,price,12
5526,price,12
5527,price,12
5528,price,12
5529,price,12
5530,price,12
5531,price,12
5532,price,12
5533,price,12
5534,price,12
5535,price,12
5536,price,12
5537,price,12
5538,price,12
5539,price,12
5540,price,12
5541,price,12
5542,price,12
5543,price,12
5544,price,12
5545,price,12
5546,price,12
5547,price,12
5548,price,12
5549,price,12
5550,price,12
5551,price,12
5552,price,12
5553,price,12
5554,price,12
5555,price,12
5556,price,12
5557,price,12
5558,price,12
5559,price,12
5560,price,12
5561,price,12
5562,price,12
5563,price,12
5564,price,12
5565,price,12
5566,price,12
5567,price,12
5568,price,12
5569,price,12
5570,price,12
5571,price,12
5572,price,12
5573,price,12
5574,price,12
5575,price,12
5576,price,12
5577,price,12
5578,price,12
5579,price,12
5580,price,12
5581,price,12
5582,price,12
5583,price,12
5584,price,12
5585,price,12
5586,price,12
5587,price,12
5588,price,12
5589,price,12
5590,price,12
5591,price,12
5592,price,12
5593,price,12
5594,price,12
5595,price,12
5596,price,12
5597,price,12
5598,price,12
5599,price,12
5600,price,12
5601,price,12
5602,price,12
5603,price,12
5604,price,12
5605,price,12
5606,price,12
5607,price,12
5608,price,12
5609,price,12
5610,price,12
5611,price,12
5612,price,12
5613,price,12
5614,price,12
5615,price,12
5616,price,12
5617,price,12
5618,price,12
5619,price,12
5620,price,12
5621,price,12
5622,price,12
5623,price,12
5624,price,12
5625,price,12
5626,price,12
5627,price,12
5628,price,12
5629,price,12
5630,price,12
5631,price,12
5632,price,12
5633,price,12
5634,price,12
5635,price,12
5636,price,12
5637,price,12
5638,price,12
5639,price,12
5640,price,12
5641,price,12
5642,price,12
5643,price,12
5644,price,12
5645,price,12
5646,price,12
5647,price,12
5648,price,12
5649,price,12
5650,price,12
5651,price,12
5652,price,12
5653,price,12
5654,price,12
5655,price,12
5656,price,12
5657,price,12
5658,price,12
5659,price,12
5660,price,12
5661,price,12
5662,price,12
5663,price,12
5664,price,12
5665,price,12
5666,price,12
5667,price,12
5668,price,12
5669,price,12
5670,price,12
5671,price,12
5672,price,12
5673,price,12
5674,price,12
5675,price,12
5676,price,12
5677,price,12
5678,price,12
5679,price,12
5680,price,12
5681,price,12
5682,price,12
5683,price,12
5684,price,12
5685,price,12
5686,price,12
5687,price,12
5688,price,12
5689,price,12
5690,price,12
5691,price,12
5692,price,12
5693,price,12
5694,price,12
5695,price,12
5696,price,12
5697,price,12
5698,price,12
5699,price,12
5700,price,12
5701,price,12
5702,price,12
5703,price,12
5704,price,12
5705,price,12
5706,price,12
5707,price,12
5708,price,12
5709,price,12
5710,price,12
5711,price,12
5712,price,12
5713,price,12
5714,price,12
5715,price,12
5716,price,12
5717,price,12
5718,price,12
5719,price,12
5720,price,12
5721,price,12
5722,price,12
5723,price,12
5724,price,12
5725,price,12
5726,price,12
5727,price,12
5728,price,12
5729,price,12
5730,price,12
5731,price,12
5732,price,12
5733,price,12
5734,price,12
5735,price,12
5736,price,12
5737,price,12
5738,price,12
5739,price,12
5740,price,12
5741,price,12
5742,price,12
5743,price,12
5744,price,12
5745,price,12
5746,price,12
5747,price,12
5748,price,12
5749,price,12
5750,price,12
5751,price,12
5752,price,12
5753,price,12
5754,price,12
5755,price,12
5756,price,12
5757,price,12
5758,price,12
5759,price,12
5760,price,12
5761,price,12
5762,price,12
5763,price,12
5764,price,12
5765,price,12
5766,price,12
5767,price,12
5768,price,12
5769,price,12
5770,price,12
5771,price,12
5772,price,12
5773,price,12
5774,price,12
5775,price,12
5776,price,12
5777,price,12
5778,price,12
5779,price,12
5780,price,12
5781,price,12
5782,price,12
5783,price,12
5784,price,12
5785,price,12
5786,price,12
5787,price,12
5788,price,12
5789,price,12
5790,price,12
5791,price,12
5792,price,12
5793,price,12
5794,price,12
5795,price,12
5796,price,12
5797,price,12
5798,price,12
5799,price,12
5800,price,12
5801,price,12
5802,price,12
5803,price,12
5804,price,12
5805,price,12
5806,price,12
5807,price,12
5808,price,12
5809,price,12
5810,price,12
5811,price,12
5812,price,12
5813,price,12
5814,price,12
5815,price,12
5816,price,12
5817,price,12
5818,price,12
5819,price,12
5820,price,12
5821,price,12
5822,price,12
5823,price,12
5824,price,12
5825,price,12
5826,price,12
5827,price,12
5828,price,12
5829,price,12
5830,price,12
5831,price,12
5832,price,12
5833,price,12
5834,price,12
5835,price,12
5836,price,12
5837,price,12
5838,price,12
5839,price,12
5840,price,12
5841,price,12
5842,price,12
5843,price,12
5844,price,12
5845,price,12
5846,price,12
5847,price,12
5848,price,12
5849,price,12
5850,price,12
5851,price,12
5852,price,12
5853,price,12
5854,price,12
5855,price,12
5856,price,12
5857,price,12
5858,price,12
5859,price,12
5860,price,12
5861,price,12
5862,price,12
5863,price,12
5864,price,12
5865,price,12
5866,price,12
5867,price,12
5868,price,12
5869,price,12
5870,price,12
5871,price,12
5872,price,12
5873,price,12
5874,price,12
5875,price,12
5876,price,12
5877,price,12
5878,price,12
5879,price,12
5880,price,12
5881,price,12
5882,price,12
5883,price,12
5884,price,12
5885,price,12
5886,price,12
5887,price,12
5888,price,12
5889,price,12
5890,price,12
5891,price,12
5892,price,12
5893,price,12
5894,price,12
5895,price,12
5896,price,12
5897,price,12
5898,price,12
5899,price,12
5900,price,12
5901,price,12
5902,price,12
5903,price,12
5904,price,12
5905,price,12
5906,price,12
5907,price,12
5908,price,12
5910,price,12
5911,price,12
5912,price,12
5913,price,12
5914,price,12
5915,price,12
5916,price,12
5917,price,12
5918,price,12
5919,price,12
5920,price,12
5921,price,12
5922,price,12
5923,price,12
5924,price,12
5925,price,12
5926,price,12
5927,price,12
5928,price,12
5929,price,12
5930,price,12
5931,price,12
5932,price,12
5933,price,12
5934,price,12
5935,price,12
5936,price,12
5937,price,12
5938,price,12
5939,price,12
5940,price,12
5941,price,12
5942,price,12
5943,price,12
5944,price,12
5945,price,12
5946,price,12
5947,price,12
5948,price,12
5949,price,12
5950,price,12
5951,price,12
5952,price,12
5953,price,12
5954,price,12
5955,price,12
5956,price,12
5957,price,12
5958,price,12
5959,price,12
5960,price,12
5961,price,12
5962,price,12
5963,price,12
5964,price,12
5965,price,12
5966,price,12
5967,price,12
5968,price,12
5969,price,12
5970,price,12
5971,price,12
5972,price,12
5973,price,12
5974,price,12
5975,price,12
5976,price,12
5977,price,12
5978,price,12
5979,price,12
5980,price,12
5981,price,12
5982,price,12
5983,price,12
5984,price,12
5985,price,12
5986,price,12
5987,price,12
5988,price,12
5989,price,12
5990,price,12
5991,price,12
5992,price,12
5993,price,12
5994,price,12
5995,price,12
5996,price,12
5997,price,12
5998,price,12
5999,price,12
6000,price,12
6001,price,12
6002,price,12
6003,price,12
6004,price,12
6005,price,12
6006,price,12
6007,price,12
6008,price,12
6009,price,12
6010,price,12
6011,price,12
6012,price,12
6013,price,12
6014,price,12
6015,price,12
6016,price,12
6017,price,12
6018,price,12
6019,price,12
6020,price,12
6021,price,12
6022,price,12
6023,price,12
6024,price,12
6025,price,12
6026,price,12
6027,price,12
6028,price,12
6029,price,12
6030,price,12
6031,price,12
6032,price,12
6033,price,12
6034,price,12
6035,price,12
6036,price,12
6037,price,12
6038,price,12
6039,price,12
6040,price,12
6041,price,12
6042,price,12
6043,price,12
6044,price,12
6045,price,12
6046,price,12
6047,price,12
6048,price,12
6049,price,12
6050,price,12
6051,price,12
6052,price,12
6053,price,12
6054,price,12
6055,price,12
6056,price,12
6057,price,12
6058,price,12
6059,price,12
6060,price,12
6061,price,12
6062,price,12
6063,price,12
6064,price,12
6065,price,12
6066,price,12
6067,price,12
6068,price,12
6069,price,12
6070,price,12
6071,price,12
6072,price,12
6073,price,12
6074,price,12
6075,price,12
6076,price,12
6077,price,12
6078,price,12
6079,price,12
6080,price,12
6081,price,12
6082,price,12
6083,price,12
6084,price,12
6085,price,12
6086,price,12
6087,price,12
6088,price,12
6089,price,12
6090,price,12
6091,price,12
6092,price,12
6093,price,12
6094,price,12
6095,price,12
6096,price,12
6097,price,12
6098,price,12
6099,price,12
6100,price,12
6101,price,12
6102,price,12
6103,price,12
6104,price,12
6105,price,12
6106,price,12
6107,price,12
6108,price,12
6109,price,12
6110,price,12
6111,price,12
6112,price,12
6113,price,12
6114,price,12
6115,price,12
6116,price,12
6117,price,12
6118,price,12
6119,price,12
6120,price,12
6121,price,12
6122,price,12
6123,price,12
6124,price,12
6125,price,12
6126,price,12
6127,price,12
6128,price,12
6129,price,12
6130,price,12
6131,price,12
6132,price,12
6133,price,12
6134,price,12
6135,price,12
6136,price,12
6137,price,12
6138,price,12
6139,price,12
6140,price,12
6141,price,12
6142,price,12
6143,price,12
6144,price,12
6145,price,12
6146,price,12
6147,price,12
6148,price,12
6149,price,12
6150,price,12
6151,price,12
6152,price,12
6153,price,12
6154,price,12
6155,price,12
6156,price,12
6157,price,12
6158,price,12
6159,price,12
6160,price,12
6161,price,12
6162,price,12
6163,price,12
6164,price,12
6165,price,12
6166,price,12
6167,price,12
6168,price,12
6169,price,12
6170,price,12
6171,price,12
6172,price,12
6173,price,12
6174,price,12
6175,price,12
6176,price,12
6177,price,12
6178,price,12
6179,price,12
6180,price,12
6181,price,12
6182,price,12
6183,price,12
6184,price,12
6185,price,12
6186,price,12
6187,price,12
6188,price,12
6189,price,12
6190,price,12
6191,price,12
6192,price,12
6193,price,12
6194,price,12
6195,price,12
6196,price,12
6197,price,12
6198,price,12
6199,price,12
6200,price,12
6201,price,12
6202,price,12
6203,price,12
6204,price,12
6205,price,12
6206,price,12
6207,price,12
6208,price,12
6209,price,12
6210,price,12
6211,price,12
6212,price,12
6213,price,12
6214,price,12
6215,price,12
6216,price,12
6217,price,12
6218,price,12
6219,price,12
6220,price,12
6221,price,12
6222,price,12
6223,price,12
6224,price,12
6225,price,12
6226,price,12
6227,price,12
6228,price,12
6229,price,12
6230,price,12
6231,price,12
6232,price,12
6233,price,12
6234,price,12
6235,price,12
6236,price,12
6237,price,12
6238,price,12
6239,price,12
6240,price,12
6241,price,12
6242,price,12
6243,price,12
6244,price,12
6245,price,12
6246,price,12
6247,price,12
6248,price,12
6249,price,12
6250,price,12
6251,price,12
6252,price,12
6253,price,12
6254,price,12
6255,price,12
6256,price,12
6257,price,12
6258,price,12
6259,price,12
6260,price,12
6261,price,12
6262,price,12
6263,price,12
6264,price,12
6265,price,12
6266,price,12
6267,price,12
6268,price,12
6269,price,12
6270,price,12
6271,price,12
6272,price,12
6273,price,12
6274,price,12
6275,price,12
6276,price,12
6277,price,12
6278,price,12
6279,price,12
6280,price,12
6281,price,12
6282,price,12
6283,price,12
6284,price,12
6285,price,12
6286,price,12
6287,price,12
6288,price,12
6289,price,12
6290,price,12
6291,price,12
6292,price,12
6293,price,12
6294,price,12
6295,price,12
6296,price,12
6297,price,12
6298,price,12
6299,price,12
6300,price,12
6301,price,12
6302,price,12
6303,price,12
6304,price,12
6305,price,12
6306,price,12
6307,price,12
6308,price,12
6309,price,12
6310,price,12
6311,price,12
6312,price,12
6313,price,12
6314,price,12
6315,price,12
6316,price,12
6317,price,12
6318,price,12
6319,price,12
6320,price,12
6321,price,12
6322,price,12
6323,price,12
6324,price,12
6325,price,12
6326,price,12
6327,price,12
6328,price,12
6329,price,12
6330,price,12
6331,price,12
6332,price,12
6333,price,12
6334,price,12
6335,price,12
6336,price,12
6337,price,12
6338,price,12
6339,price,12
6340,price,12
6341,price,12
6342,price,12
6343,price,12
6344,price,12
6345,price,12
6346,price,12
6347,price,12
6348,price,12
6349,price,12
6350,price,12
6351,price,12
6352,price,12
6353,price,12
6354,price,12
6355,price,12
6356,price,12
6357,price,12
6358,price,12
6359,price,12
6360,price,12
6361,price,12
6362,price,12
6363,price,12
6364,price,12
6365,price,12
6366,price,12
6367,price,12
6368,price,12
6369,price,12
6370,price,12
6371,price,12
6372,price,12
6373,price,12
6374,price,12
6375,price,12
6376,price,12
6377,price,12
6378,price,12
6379,price,12
6380,price,12
6381,price,12
6382,price,12
6383,price,12
6384,price,12
6385,price,12
6386,price,12
6387,price,12
6388,price,12
6389,price,12
6390,price,12
6391,price,12
6392,price,12
6393,price,12
6394,price,12
6395,price,12
6396,price,12
6397,price,12
6398,price,12
6399,price,12
6400,price,12
6401,price,12
6402,price,12
6403,price,12
6404,price,12
6405,price,12
6406,price,12
6407,price,12
6408,price,12
6409,price,12
6410,price,12
6411,price,12
6412,price,12
6413,price,12
6414,price,12
6415,price,12
6416,price,12
6417,price,12
6418,price,12
6419,price,12
6420,price,12
6421,price,12
6422,price,12
6423,price,12
6424,price,12
6425,price,12
6426,price,12
6427,price,12
6428,price,12
6429,price,12
6430,price,12
6431,price,12
6432,price,12
6433,price,12
6434,price,12
6435,price,12
6436,price,12
6437,price,12
6438,price,12
6439,price,12
6440,price,12
6441,price,12
6442,price,12
6443,price,12
6444,price,12
6445,price,12
6446,price,12
6447,price,12
6448,price,12
6449,price,12
6450,price,12
6451,price,12
6452,price,12
6453,price,12
6454,price,12
6455,price,12
6456,price,12
6457,price,12
6458,price,12
6459,price,12
6460,price,12
6461,price,12
6462,price,12
6463,price,12
6464,price,12
6465,price,12
6466,price,12
6467,price,12
6468,price,12
6469,price,12
6470,price,12
6471,price,12
6472,price,12
6473,price,12
6474,price,12
6475,price,12
6476,price,12
6477,price,12
6478,price,12
6479,price,12
6480,price,12
6481,price,12
6482,price,12
6483,price,12
6484,price,12
6485,price,12
6486,price,12
6487,price,12
6488,price,12
6489,price,12
6490,price,12
6491,price,12
6492,price,12
6493,price,12
6494,price,12
6495,price,12
6496,price,12
6497,price,12
6498,price,12
6499,price,12
6500,price,12
6501,price,12
6502,price,12
6503,price,12
6504,price,12
6505,price,12
6506,price,12
6507,price,12
6508,price,12
6509,price,12
6510,price,12
6511,price,12
6512,price,12
6513,price,12
6514,price,12
6515,price,12
6516,price,12
6517,price,12
6518,price,12
6519,price,12
6520,price,12
6521,price,12
6522,price,12
6523,price,12
6524,price,12
6525,price,12
6526,price,12
6527,price,12
6528,price,12
6529,price,12
6530,price,12
6531,price,12
6532,price,12
6533,price,12
6534,price,12
6535,price,12
6536,price,12
6537,price,12
6538,price,12
6539,price,12
6540,price,12
6541,price,12
6542,price,12
6543,price,12
6544,price,12
6545,price,12
6546,price,12
6547,price,12
6548,price,12
6549,price,12
6550,price,12
6551,price,12
6552,price,12
6553,price,12
6554,price,12
6555,price,12
6556,price,12
6557,price,12
6558,price,12
6559,price,12
6560,price,12
6561,price,12
6562,price,12
6563,price,12
6564,price,12
6565,price,12
6566,price,12
6567,price,12
6568,price,12
6569,price,12
6570,price,12
6571,price,12
6572,price,12
6573,price,12
6574,price,12
6575,price,12
6576,price,12
6577,price,12
6578,price,12
6579,price,12
6580,price,12
6581,price,12
6582,price,12
6583,price,12
6584,price,12
6585,price,12
6586,price,12
6587,price,12
6588,price,12
6589,price,12
6590,price,12
6591,price,12
6592,price,12
6593,price,12
6594,price,12
6595,price,12
6596,price,12
6597,price,12
6598,price,12
6599,price,12
6600,price,12
6601,price,12
6602,price,12
6603,price,12
6604,price,12
6605,price,12
6606,price,12
6607,price,12
6608,price,12
6609,price,12
6610,price,12
6611,price,12
6612,price,12
6613,price,12
6614,price,12
6615,price,12
6616,price,12
6617,price,12
6618,price,12
6619,price,12
6620,price,12
6621,price,12
6622,price,12
6623,price,12
6624,price,12
6625,price,12
6626,price,12
6627,price,12
6628,price,12
6629,price,12
6630,price,12
6631,price,12
6632,price,12
6633,price,12
6634,price,12
6635,price,12
6636,price,12
6637,price,12
6638,price,12
6639,price,12
6640,price,12
6641,price,12
6642,price,12
6643,price,12
6644,price,12
6645,price,12
6646,price,12
6647,price,12
6648,price,12
6649,price,12
6650,price,12
6651,price,12
6652,price,12
6653,price,12
6654,price,12
6655,price,12
6656,price,12
6657,price,12
6658,price,12
6659,price,12
6660,price,12
6661,price,12
6662,price,12
6663,price,12
6664,price,12
6665,price,12
6666,price,12
6667,price,12
6668,price,12
6669,price,12
6670,price,12
6671,price,12
6672,price,12
6673,price,12
6674,price,12
6675,price,12
6676,price,12
6677,price,12
6678,price,12
6679,price,12
6680,price,12
6681,price,12
6682,price,12
6683,price,12
6684,price,12
6685,price,12
6686,price,12
6687,price,12
6688,price,12
6689,price,12
6690,price,12
6691,price,12
6692,price,12
6693,price,12
6694,price,12
6695,price,12
6696,price,12
6697,price,12
6698,price,12
6699,price,12
6700,price,12
6701,price,12
6702,price,12
6703,price,12
6704,price,12
6705,price,12
6706,price,12
6707,price,12
6708,price,12
6709,price,12
6710,price,12
6711,price,12
6712,price,12
6713,price,12
6714,price,12
6715,price,12
6716,price,12
6717,price,12
6718,price,12
6719,price,12
6720,price,12
6721,price,12
6722,price,12
6723,price,12
6724,price,12
6725,price,12
6726,price,12
6727,price,12
6728,price,12
6729,price,12
6730,price,12
6731,price,12
6732,price,12
6733,price,12
6734,price,12
6735,price,12
6736,price,12
6737,price,12
6738,price,12
6739,price,12
6740,price,12
6741,price,12
6742,price,12
6743,price,12
6744,price,12
6745,price,12
6746,price,12
6747,price,12
6748,price,12
6749,price,12
6750,price,12
6751,price,12
6752,price,12
6753,price,12
6754,price,12
6755,price,12
6756,price,12
6757,price,12
6758,price,12
